filename,image_num,image_type,line_number,prompt,status,produced_file
10-best-ai-video-editing-tools-2026.md,IMAGE_2,Conceptual Diagram,23,"A hand-drawn comparison matrix sketch comparing features across tools mentioned in 10 Best AI Video Editing Tools in 2026: CapCut vs Runway vs  — markers and sticky notes, creative brainstorming aesthetic",⬜ 待生产,
10-best-ai-video-editing-tools-2026.md,IMAGE_4,Brand CTA,185,"Professional brand visual showing the Lovart logo and key differentiators highlighted in 10 Best AI Video Editing Tools in 2026: CapCut vs  — clean, bold typography, modern tech aesthetic",⬜ 待生产,
10-best-text-to-video-ai-tools-2026.md,IMAGE_1,Persona Scenario,19,"A split-screen scene showing two workspaces side by side: one cluttered with multiple tools and tabs (traditional), the other clean with a single Lovart ChatCanvas — contrasting lighting, editorial style",⬜ 待生产,
10-best-text-to-video-ai-tools-2026.md,IMAGE_2,Conceptual Diagram,23,"A hand-drawn comparison matrix sketch comparing features across tools mentioned in 10 Best Text-to-Video AI Tools in 2026: Sora vs Veo vs Runwa — markers and sticky notes, creative brainstorming aesthetic",⬜ 待生产,
10-best-text-to-video-ai-tools-2026.md,IMAGE_4,Brand CTA,186,"Professional brand visual showing the Lovart logo and key differentiators highlighted in 10 Best Text-to-Video AI Tools in 2026: Sora vs Ve — clean, bold typography, modern tech aesthetic",⬜ 待生产,
15-best-free-ai-design-tools-2026.md,IMAGE_1,Persona Scenario,19,"A curated flat-lay photography scene showing design tools and outputs mentioned in 15 Best Free AI Design Tools in 2026: Professional — organized chaos, editorial product photography style",⬜ 待生产,
15-best-free-ai-design-tools-2026.md,IMAGE_2,Conceptual Diagram,23,"A hand-drawn ranking or scoring matrix showing the criteria used to evaluate options in 15 Best Free AI Design Tools in 2026: Professional — colorful markers, creative layout",⬜ 待生产,
15-best-free-ai-design-tools-2026.md,IMAGE_4,Brand CTA,243,"Brand visual showing 'Best of' collection — multiple beautiful design outputs arranged in a grid, modern gallery aesthetic",⬜ 待生产,
21-perfect-imperfection-add-grain-noise-natural-ai.md,IMAGE_1,Persona Scenario,22,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
21-perfect-imperfection-add-grain-noise-natural-ai.md,IMAGE_2,Conceptual Diagram,32,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
21-perfect-imperfection-add-grain-noise-natural-ai.md,IMAGE_4,Brand CTA,112,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Perfect Imperfection — Adding Grain and Noise to M — modern, aspirational, cinematic lighting",⬜ 待生产,
22-trendy-vs-timeless-ai-logo-wont-look-dated.md,IMAGE_1,Persona Scenario,22,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create Ask AI for a Logo That Won't Look Dated Next Year — warm natural lighting, candid documentary style",⬜ 待生产,
22-trendy-vs-timeless-ai-logo-wont-look-dated.md,IMAGE_2,Conceptual Diagram,32,"A hand-drawn sketch diagram showing the step-by-step workflow for Ask AI for a Logo That Won't Look Dated Next Year with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
22-trendy-vs-timeless-ai-logo-wont-look-dated.md,IMAGE_4,Brand CTA,114,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Trendy vs Timeless — How to Ask AI for a Logo That — modern, aspirational, cinematic lighting",⬜ 待生产,
23-from-name-to-launch-skincare-brand-identity-ai.md,IMAGE_1,Persona Scenario,22,"The persona from the case study in their real work environment — authentic, candid moment showing the transformation described in From Name to Launch — Building a Skincare Brand Identity fro — natural light, documentary photography style",⬜ 待生产,
23-from-name-to-launch-skincare-brand-identity-ai.md,IMAGE_2,Conceptual Diagram,36,"A simple data visualization sketch showing before/after metrics mentioned in the case study — hand-drawn bar charts and arrows, clean infographic style",⬜ 待生产,
23-from-name-to-launch-skincare-brand-identity-ai.md,IMAGE_4,Brand CTA,139,"Brand visual showing the success transformation — the 'after' state described in From Name to Launch — Building a Skincare Brand Id — inspiring, cinematic, warm tones",⬜ 待生产,
24-brand-guidelines-101-ai-dos-and-donts.md,IMAGE_1,Persona Scenario,22,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
24-brand-guidelines-101-ai-dos-and-donts.md,IMAGE_2,Conceptual Diagram,32,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
24-brand-guidelines-101-ai-dos-and-donts.md,IMAGE_4,Brand CTA,109,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Brand Guidelines 101 — Asking AI to Write Your Vis — modern, aspirational, cinematic lighting",⬜ 待生产,
25-meet-nano-bot-consistent-ai-mascot-blog.md,IMAGE_1,Persona Scenario,22,"The persona from the case study in their real work environment — authentic, candid moment showing the transformation described in Meet Nano-Bot — How We Created a Consistent AI Mascot for Ou — natural light, documentary photography style",⬜ 待生产,
25-meet-nano-bot-consistent-ai-mascot-blog.md,IMAGE_2,Conceptual Diagram,32,"A simple data visualization sketch showing before/after metrics mentioned in the case study — hand-drawn bar charts and arrows, clean infographic style",⬜ 待生产,
25-meet-nano-bot-consistent-ai-mascot-blog.md,IMAGE_4,Brand CTA,126,"Brand visual showing the success transformation — the 'after' state described in Meet Nano-Bot — How We Created a Consistent AI Mas — inspiring, cinematic, warm tones",⬜ 待生产,
26-storyboarding-consistent-character-video-script-ai.md,IMAGE_1,Persona Scenario,22,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
26-storyboarding-consistent-character-video-script-ai.md,IMAGE_2,Conceptual Diagram,32,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
26-storyboarding-consistent-character-video-script-ai.md,IMAGE_4,Brand CTA,123,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Storyboarding with AI — Using Your Consistent Char — modern, aspirational, cinematic lighting",⬜ 待生产,
27-virtual-influencers-brands-replacing-human-models-ai.md,IMAGE_1,Persona Scenario,22,"A forward-looking scene depicting the future described in Virtual Influencers — How Brands Are Replacing Human Models  — conceptual, artistic, cinematic — a person confidently creating with AI in an innovative workspace",⬜ 待生产,
27-virtual-influencers-brands-replacing-human-models-ai.md,IMAGE_2,Conceptual Diagram,32,"A hand-drawn trend map or timeline showing the evolution described in Virtual Influencers — How Brands Are Replacing Hum — arrows, nodes, annotated predictions — creative consulting aesthetic",⬜ 待生产,
27-virtual-influencers-brands-replacing-human-models-ai.md,IMAGE_4,Brand CTA,112,"Brand visual representing Lovart's vision for the future of AI design — aspirational, forward-looking, professional",⬜ 待生产,
28-event-countdown-5-days-teaser-graphics-ai.md,IMAGE_1,Persona Scenario,22,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
28-event-countdown-5-days-teaser-graphics-ai.md,IMAGE_2,Conceptual Diagram,32,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
28-event-countdown-5-days-teaser-graphics-ai.md,IMAGE_4,Brand CTA,108,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Event Countdown — Generating 5 Days of Teaser Grap — modern, aspirational, cinematic lighting",⬜ 待生产,
29-visual-storytelling-carousel-post-images-flow-together.md,IMAGE_1,Persona Scenario,22,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
29-visual-storytelling-carousel-post-images-flow-together.md,IMAGE_2,Conceptual Diagram,32,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
29-visual-storytelling-carousel-post-images-flow-together.md,IMAGE_4,Brand CTA,118,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Visual Storytelling — Creating a Carousel Post Whe — modern, aspirational, cinematic lighting",⬜ 待生产,
30-aesthetic-feeds-minimalist-retro-theme-ai.md,IMAGE_1,Persona Scenario,22,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
30-aesthetic-feeds-minimalist-retro-theme-ai.md,IMAGE_2,Conceptual Diagram,32,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
30-aesthetic-feeds-minimalist-retro-theme-ai.md,IMAGE_4,Brand CTA,113,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Aesthetic Feeds — How AI Helps You Maintain a Mini — modern, aspirational, cinematic lighting",⬜ 待生产,
